,Ticket,Date,Resultat_net,BNPA,PER,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur
106,SIBC CI,2021,30261,605.22,10.27,360,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque
107,SIBC CI,2022,34031,680.62,9.13,405,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque
108,SIBC CI,2023,40090,801.8,7.75,494,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque
109,SIBC CI,2024,43513,870.0,7.14,493,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque
110,SITAB CI,2020,5925,306.04,23.85,0,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie
111,SITAB CI,2021,8543,476.0,15.34,436,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie
112,SITAB CI,2022,9499,529.06,13.8,445,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie
113,SITAB CI,2023,11503,641.0,11.39,540,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie
114,SITAB CI,2024,12461,694.0,10.52,675,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie
115,SMB CI,2020,58,7.37,1601.09,0,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie
116,SMB CI,2021,9396,1205.32,9.79,810,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie
117,SMB CI,2022,8623,1106.19,10.67,720,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie
118,SMB CI,2023,9421,1208.56,9.76,720,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie
119,SMB CI,2024,17255,2214.0,5.33,1080,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie
120,SNTS,2020,195343,1953.43,9.73,1225,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque
121,SNTS,2021,201272,2012.72,9.44,1225,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque
122,SNTS,2022,252459,2524.59,7.53,1400,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque
123,SNTS,2023,278912,2789.0,6.81,1500,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque
124,SNTS,2024,331748,3317.0,5.73,1575,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque
125,SODECI,2020,2952,328.04,15.85,293,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public
126,SODECI,2021,4307,478.61,10.86,338,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public
127,SODECI,2022,4352,483.57,10.75,432,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public
128,SODECI,2023,4806,533.95,9.74,450,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public
129,SODECI,2024,4904,545.0,9.54,482,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public
130,SOGB CI,2020,4520,209.26,17.13,126,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture
131,SOGB CI,2021,7653,354.25,10.12,250,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture
132,SOGB CI,2022,14728,681.81,5.26,558,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture
133,SOGB CI,2023,15653,724.61,4.95,554,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture
134,SOGB CI,2024,5270,244.0,14.69,207,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture
135,SOLIBRA CI,2020,13095,7955.24,1046.0,0,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie
136,SOLIBRA CI,2021,17520,10644.0,782.0,2736,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie
137,SOLIBRA CI,2022,22020,13377.35,622.0,4050,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie
138,SOLIBRA CI,2023,1217,739.51,11257.0,0,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie
139,SOLIBRA CI,2024,15078,9160.0,909.0,2700,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie
